source_run,source_path,run_state,agent_a_type,agent_b_model,agent_b_llm_size,tts_engines,asr_engines,planned_condition_count,observed_condition_count,completed_condition_count,interrupted_condition_count,not_started_condition_count,known_outcome_count,successful_condition_count,task_success_rate_completed,finalized_artifacts_available,interpretation
20260710_232126_b-n0001_02,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260710_232126_b-n0001_02,finalized,userlm,TinyLlama-1.1B-Chat-v1.0,small,piper,vosk,1,1,1,0,0,1,1,1.0,True,canonical finalized result
20260710_232827_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260710_232827_b-n0001,finalized,userlm,TinyLlama-1.1B-Chat-v1.0,small,piper,faster_whisper,1,1,1,0,0,1,1,1.0,True,canonical finalized result
20260710_233127_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260710_233127_b-n0001,finalized,userlm,TinyLlama-1.1B-Chat-v1.0,small,piper,vosk,1,1,1,0,0,1,1,1.0,True,canonical finalized result
20260710_233429_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260710_233429_b-n0001,finalized,userlm,TinyLlama-1.1B-Chat-v1.0,small,piper,vosk,1,1,1,0,0,1,0,0.0,True,canonical finalized result
20260710_233732_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260710_233732_b-n0001,finalized,userlm,TinyLlama-1.1B-Chat-v1.0,small,piper,vosk,1,1,1,0,0,1,1,1.0,True,canonical finalized result
20260710_233828_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260710_233828_b-n0001,finalized,userlm,TinyLlama-1.1B-Chat-v1.0,small,piper,vosk,1,1,1,0,0,1,1,1.0,True,canonical finalized result
20260710_234459_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260710_234459_b-n0001,finalized,userlm,TinyLlama-1.1B-Chat-v1.0,small,piper,vosk,1,1,1,0,0,1,1,1.0,True,canonical finalized result
20260710_234729_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260710_234729_b-n0001,finalized,userlm,TinyLlama-1.1B-Chat-v1.0,small,piper,vosk,1,1,1,0,0,1,1,1.0,True,canonical finalized result
20260710_234803_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260710_234803_b-n0001,finalized,userlm,TinyLlama-1.1B-Chat-v1.0,small,piper,vosk,1,1,1,0,0,1,0,0.0,True,canonical finalized result
20260710_234829_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260710_234829_b-n0001,finalized,userlm,TinyLlama-1.1B-Chat-v1.0,small,piper,vosk,1,1,1,0,0,1,1,1.0,True,canonical finalized result
20260710_235630_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260710_235630_b-n0001,finalized,userlm,TinyLlama-1.1B-Chat-v1.0,small,piper,vosk,1,1,1,0,0,1,0,0.0,True,canonical finalized result
20260710_235830_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260710_235830_b-n0001,finalized,userlm,TinyLlama-1.1B-Chat-v1.0,small,piper,vosk,1,1,1,0,0,1,0,0.0,True,canonical finalized result
20260711_000030_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260711_000030_b-n0001,finalized,userlm,TinyLlama-1.1B-Chat-v1.0,small,piper,vosk,1,1,1,0,0,1,1,1.0,True,canonical finalized result
20260711_000230_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260711_000230_b-n0001,finalized,userlm,TinyLlama-1.1B-Chat-v1.0,small,piper,vosk,1,1,1,0,0,1,1,1.0,True,canonical finalized result
20260711_000430_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260711_000430_b-n0001,finalized,userlm,TinyLlama-1.1B-Chat-v1.0,small,piper,faster_whisper,1,1,1,0,0,1,1,1.0,True,canonical finalized result
20260711_000931_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260711_000931_b-n0001,finalized,userlm,TinyLlama-1.1B-Chat-v1.0,small,piper,vosk,1,1,1,0,0,1,1,1.0,True,canonical finalized result
20260711_000932_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260711_000932_b-n0001,finalized,userlm,TinyLlama-1.1B-Chat-v1.0,small,piper,vosk,1,1,1,0,0,1,1,1.0,True,canonical finalized result
20260711_001301_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260711_001301_b-n0001,finalized,userlm,TinyLlama-1.1B-Chat-v1.0,small,piper,vosk,1,1,1,0,0,1,0,0.0,True,canonical finalized result
20260711_001504_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260711_001504_b-n0001,finalized,userlm,TinyLlama-1.1B-Chat-v1.0,small,piper,faster_whisper,1,1,1,0,0,1,1,1.0,True,canonical finalized result
20260711_001901_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260711_001901_b-n0001,finalized,userlm,TinyLlama-1.1B-Chat-v1.0,small,piper,vosk,1,1,1,0,0,1,0,0.0,True,canonical finalized result
20260711_002202_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260711_002202_b-n0001,finalized,userlm,TinyLlama-1.1B-Chat-v1.0,small,piper,vosk,1,1,1,0,0,1,1,1.0,True,canonical finalized result
20260711_002702_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260711_002702_b-n0001,finalized,userlm,TinyLlama-1.1B-Chat-v1.0,small,piper,vosk,1,1,1,0,0,1,1,1.0,True,canonical finalized result
20260711_003003_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260711_003003_b-n0001,finalized,userlm,TinyLlama-1.1B-Chat-v1.0,small,piper,vosk,1,1,1,0,0,1,1,1.0,True,canonical finalized result
20260711_003203_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260711_003203_b-n0001,finalized,userlm,TinyLlama-1.1B-Chat-v1.0,small,piper,vosk,1,1,1,0,0,1,1,1.0,True,canonical finalized result
20260711_003303_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260711_003303_b-n0001,finalized,userlm,TinyLlama-1.1B-Chat-v1.0,small,piper,vosk,1,1,1,0,0,1,0,0.0,True,canonical finalized result
20260711_003633_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260711_003633_b-n0001,finalized,userlm,TinyLlama-1.1B-Chat-v1.0,small,piper,vosk,1,1,1,0,0,1,1,1.0,True,canonical finalized result
20260711_003733_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260711_003733_b-n0001,finalized,userlm,TinyLlama-1.1B-Chat-v1.0,small,piper,vosk,1,1,1,0,0,1,1,1.0,True,canonical finalized result
20260711_004003_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260711_004003_b-n0001,finalized,userlm,TinyLlama-1.1B-Chat-v1.0,small,piper,vosk,1,1,1,0,0,1,0,0.0,True,canonical finalized result
20260711_004234_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260711_004234_b-n0001,finalized,userlm,TinyLlama-1.1B-Chat-v1.0,small,piper,vosk,1,1,1,0,0,1,0,0.0,True,canonical finalized result
20260711_004736_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260711_004736_b-n0001,finalized,userlm,TinyLlama-1.1B-Chat-v1.0,small,piper,vosk,1,1,1,0,0,1,1,1.0,True,canonical finalized result
20260711_005005_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260711_005005_b-n0001,finalized,userlm,TinyLlama-1.1B-Chat-v1.0,small,piper,vosk,1,1,1,0,0,1,1,1.0,True,canonical finalized result
20260711_005135_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260711_005135_b-n0001,finalized,userlm,TinyLlama-1.1B-Chat-v1.0,small,piper,vosk,1,1,1,0,0,1,0,0.0,True,canonical finalized result
20260711_005605_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260711_005605_b-n0001,finalized,userlm,TinyLlama-1.1B-Chat-v1.0,small,piper,vosk,1,1,1,0,0,1,1,1.0,True,canonical finalized result
20260711_010106_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260711_010106_b-n0001,finalized,userlm,TinyLlama-1.1B-Chat-v1.0,small,piper,vosk,1,1,1,0,0,1,0,0.0,True,canonical finalized result
20260711_010107_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260711_010107_b-n0001,finalized,userlm,TinyLlama-1.1B-Chat-v1.0,small,piper,vosk,1,1,1,0,0,1,1,1.0,True,canonical finalized result
20260711_010136_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260711_010136_b-n0001,finalized,userlm,TinyLlama-1.1B-Chat-v1.0,small,piper,vosk,1,1,1,0,0,1,0,0.0,True,canonical finalized result
20260711_010706_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260711_010706_b-n0001,finalized,userlm,TinyLlama-1.1B-Chat-v1.0,small,piper,vosk,1,1,1,0,0,1,0,0.0,True,canonical finalized result
20260711_011036_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260711_011036_b-n0001,finalized,userlm,TinyLlama-1.1B-Chat-v1.0,small,piper,vosk,1,1,1,0,0,1,1,1.0,True,canonical finalized result
20260711_011136_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260711_011136_b-n0001,finalized,userlm,TinyLlama-1.1B-Chat-v1.0,small,piper,vosk,1,0,0,1,0,0,0,,True,canonical finalized result
20260711_011136_b-n0001_02,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260711_011136_b-n0001_02,finalized,userlm,TinyLlama-1.1B-Chat-v1.0,small,piper,vosk,1,1,1,0,0,1,0,0.0,True,canonical finalized result
20260711_011337_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260711_011337_b-n0001,finalized,userlm,TinyLlama-1.1B-Chat-v1.0,small,piper,vosk,1,0,0,1,0,0,0,,True,canonical finalized result
20260711_011506_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260711_011506_b-n0001,finalized,userlm,TinyLlama-1.1B-Chat-v1.0,small,piper,vosk,1,1,1,0,0,1,1,1.0,True,canonical finalized result
20260711_011506_b-n0001_02,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260711_011506_b-n0001_02,finalized,userlm,TinyLlama-1.1B-Chat-v1.0,small,piper,vosk,1,1,1,0,0,1,1,1.0,True,canonical finalized result
20260711_012109_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260711_012109_b-n0001,finalized,userlm,TinyLlama-1.1B-Chat-v1.0,small,piper,vosk,1,1,1,0,0,1,1,1.0,True,canonical finalized result
20260711_012438_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260711_012438_b-n0001,finalized,userlm,TinyLlama-1.1B-Chat-v1.0,small,piper,vosk,1,1,1,0,0,1,1,1.0,True,canonical finalized result
20260711_012539_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260711_012539_b-n0001,finalized,userlm,TinyLlama-1.1B-Chat-v1.0,small,piper,vosk,1,1,1,0,0,1,1,1.0,True,canonical finalized result
20260711_012638_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260711_012638_b-n0001,finalized,userlm,TinyLlama-1.1B-Chat-v1.0,small,piper,vosk,1,1,1,0,0,1,1,1.0,True,canonical finalized result
20260711_013438_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260711_013438_b-n0001,finalized,userlm,TinyLlama-1.1B-Chat-v1.0,small,piper,vosk,1,1,1,0,0,1,1,1.0,True,canonical finalized result
20260711_013509_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260711_013509_b-n0001,finalized,userlm,TinyLlama-1.1B-Chat-v1.0,small,piper,vosk,1,1,1,0,0,1,1,1.0,True,canonical finalized result
20260711_013709_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260711_013709_b-n0001,finalized,userlm,TinyLlama-1.1B-Chat-v1.0,small,piper,vosk,1,1,1,0,0,1,0,0.0,True,canonical finalized result
20260711_013739_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260711_013739_b-n0001,finalized,userlm,TinyLlama-1.1B-Chat-v1.0,small,piper,vosk,1,1,1,0,0,1,1,1.0,True,canonical finalized result
20260711_014439_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260711_014439_b-n0001,finalized,userlm,TinyLlama-1.1B-Chat-v1.0,small,piper,vosk,1,1,1,0,0,1,1,1.0,True,canonical finalized result
20260711_014510_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260711_014510_b-n0001,finalized,userlm,TinyLlama-1.1B-Chat-v1.0,small,piper,vosk,1,1,1,0,0,1,0,0.0,True,canonical finalized result
20260711_014809_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260711_014809_b-n0001,finalized,userlm,TinyLlama-1.1B-Chat-v1.0,small,piper,vosk,1,1,1,0,0,1,0,0.0,True,canonical finalized result
20260711_015512_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260711_015512_b-n0001,finalized,userlm,TinyLlama-1.1B-Chat-v1.0,small,piper,vosk,1,1,1,0,0,1,1,1.0,True,canonical finalized result
20260711_020012_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260711_020012_b-n0001,finalized,userlm,TinyLlama-1.1B-Chat-v1.0,small,piper,vosk,1,1,1,0,0,1,1,1.0,True,canonical finalized result
20260711_020514_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260711_020514_b-n0001,finalized,userlm,TinyLlama-1.1B-Chat-v1.0,small,piper,vosk,1,1,1,0,0,1,1,1.0,True,canonical finalized result
20260711_021015_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260711_021015_b-n0001,finalized,userlm,TinyLlama-1.1B-Chat-v1.0,small,piper,vosk,1,1,1,0,0,1,1,1.0,True,canonical finalized result
20260711_152613_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/02-medium-phi3-mini/userlm/20260711_152613_b-n0001,finalized,userlm,Phi-3-mini-4k-instruct,medium,piper,vosk,1,1,1,0,0,1,1,1.0,True,canonical finalized result
20260711_153746_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/02-medium-phi3-mini/userlm/20260711_153746_b-n0001,finalized,userlm,Phi-3-mini-4k-instruct,medium,piper,vosk,1,1,1,0,0,1,0,0.0,True,canonical finalized result
20260711_155348_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/02-medium-phi3-mini/userlm/20260711_155348_b-n0001,finalized,userlm,Phi-3-mini-4k-instruct,medium,piper,faster_whisper,1,0,0,1,0,0,0,,True,canonical finalized result
20260711_155448_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/02-medium-phi3-mini/userlm/20260711_155448_b-n0001,finalized,userlm,Phi-3-mini-4k-instruct,medium,piper,faster_whisper,1,0,0,1,0,0,0,,True,canonical finalized result
20260711_155549_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/02-medium-phi3-mini/userlm/20260711_155549_b-n0001,finalized,userlm,Phi-3-mini-4k-instruct,medium,piper,vosk,1,1,1,0,0,1,1,1.0,True,canonical finalized result
20260711_161151_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/02-medium-phi3-mini/userlm/20260711_161151_b-n0001,finalized,userlm,Phi-3-mini-4k-instruct,medium,piper,vosk,1,1,1,0,0,1,1,1.0,True,canonical finalized result
20260711_161752_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/02-medium-phi3-mini/userlm/20260711_161752_b-n0001,finalized,userlm,Phi-3-mini-4k-instruct,medium,piper,vosk,1,1,1,0,0,1,0,0.0,True,canonical finalized result
20260711_162855_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/02-medium-phi3-mini/userlm/20260711_162855_b-n0001,finalized,userlm,Phi-3-mini-4k-instruct,medium,piper,faster_whisper,1,0,0,1,0,0,0,,True,canonical finalized result
20260711_162955_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/02-medium-phi3-mini/userlm/20260711_162955_b-n0001,finalized,userlm,Phi-3-mini-4k-instruct,medium,piper,faster_whisper,1,0,0,1,0,0,0,,True,canonical finalized result
20260711_163055_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/02-medium-phi3-mini/userlm/20260711_163055_b-n0001,finalized,userlm,Phi-3-mini-4k-instruct,medium,piper,faster_whisper,1,1,1,0,0,1,0,0.0,True,canonical finalized result
20260712_020521_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/02-medium-phi3-mini/userlm/20260712_020521_b-n0001,finalized,userlm,Phi-3-mini-4k-instruct,medium,piper,vosk,1,0,0,1,0,0,0,,True,canonical finalized result
20260712_020521_b-n0001_02,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/02-medium-phi3-mini/userlm/20260712_020521_b-n0001_02,finalized,userlm,Phi-3-mini-4k-instruct,medium,piper,vosk,1,0,0,1,0,0,0,,True,canonical finalized result
20260712_020641_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/02-medium-phi3-mini/userlm/20260712_020641_b-n0001,finalized,userlm,Phi-3-mini-4k-instruct,medium,piper,vosk,1,0,0,1,0,0,0,,True,canonical finalized result
20260712_020642_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/02-medium-phi3-mini/userlm/20260712_020642_b-n0001,finalized,userlm,Phi-3-mini-4k-instruct,medium,piper,vosk,1,0,0,1,0,0,0,,True,canonical finalized result
20260712_020801_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/02-medium-phi3-mini/userlm/20260712_020801_b-n0001,finalized,userlm,Phi-3-mini-4k-instruct,medium,piper,faster_whisper,1,0,0,1,0,0,0,,True,canonical finalized result
20260712_020801_b-n0001_02,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/02-medium-phi3-mini/userlm/20260712_020801_b-n0001_02,finalized,userlm,Phi-3-mini-4k-instruct,medium,piper,vosk,1,0,0,1,0,0,0,,True,canonical finalized result
20260712_020921_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/02-medium-phi3-mini/userlm/20260712_020921_b-n0001,finalized,userlm,Phi-3-mini-4k-instruct,medium,piper,faster_whisper,1,0,0,1,0,0,0,,True,canonical finalized result
20260712_020922_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/02-medium-phi3-mini/userlm/20260712_020922_b-n0001,finalized,userlm,Phi-3-mini-4k-instruct,medium,piper,vosk,1,0,0,1,0,0,0,,True,canonical finalized result
20260712_021041_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/02-medium-phi3-mini/userlm/20260712_021041_b-n0001,finalized,userlm,Phi-3-mini-4k-instruct,medium,piper,faster_whisper,1,0,0,1,0,0,0,,True,canonical finalized result
20260712_021041_b-n0001_02,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/02-medium-phi3-mini/userlm/20260712_021041_b-n0001_02,finalized,userlm,Phi-3-mini-4k-instruct,medium,piper,vosk,1,0,0,1,0,0,0,,True,canonical finalized result
20260712_021201_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/02-medium-phi3-mini/userlm/20260712_021201_b-n0001,finalized,userlm,Phi-3-mini-4k-instruct,medium,piper,vosk,1,0,0,1,0,0,0,,True,canonical finalized result
20260712_021203_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/02-medium-phi3-mini/userlm/20260712_021203_b-n0001,finalized,userlm,Phi-3-mini-4k-instruct,medium,piper,faster_whisper,1,0,0,1,0,0,0,,True,canonical finalized result
20260712_021323_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/02-medium-phi3-mini/userlm/20260712_021323_b-n0001,finalized,userlm,Phi-3-mini-4k-instruct,medium,piper,faster_whisper,1,0,0,1,0,0,0,,True,canonical finalized result
20260712_021325_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/02-medium-phi3-mini/userlm/20260712_021325_b-n0001,finalized,userlm,Phi-3-mini-4k-instruct,medium,piper,vosk,1,0,0,1,0,0,0,,True,canonical finalized result
20260712_021445_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/02-medium-phi3-mini/userlm/20260712_021445_b-n0001,finalized,userlm,Phi-3-mini-4k-instruct,medium,piper,faster_whisper,1,0,0,1,0,0,0,,True,canonical finalized result
20260712_021447_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/02-medium-phi3-mini/userlm/20260712_021447_b-n0001,finalized,userlm,Phi-3-mini-4k-instruct,medium,piper,vosk,1,0,0,1,0,0,0,,True,canonical finalized result
20260712_021613_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/02-medium-phi3-mini/userlm/20260712_021613_b-n0001,finalized,userlm,Phi-3-mini-4k-instruct,medium,piper,vosk,1,0,0,1,0,0,0,,True,canonical finalized result
20260712_021614_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/02-medium-phi3-mini/userlm/20260712_021614_b-n0001,finalized,userlm,Phi-3-mini-4k-instruct,medium,piper,vosk,1,0,0,1,0,0,0,,True,canonical finalized result
20260712_021740_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/02-medium-phi3-mini/userlm/20260712_021740_b-n0001,finalized,userlm,Phi-3-mini-4k-instruct,medium,piper,vosk,1,0,0,1,0,0,0,,True,canonical finalized result
20260712_021740_b-n0001_02,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/02-medium-phi3-mini/userlm/20260712_021740_b-n0001_02,finalized,userlm,Phi-3-mini-4k-instruct,medium,piper,vosk,1,0,0,1,0,0,0,,True,canonical finalized result
