agent_a_type,agent_b_model,agent_b_llm_size,scenario_key,persona_key,speech_pattern_key,run_type,tts_engine,asr_engine,planned_conditions,observed_conditions,completed_conditions,interrupted_conditions,not_started_conditions,task_success_rate,route_validity_rate,destination_reached_rate,mean_duration_gap_min,mean_turn_count,mean_runtime_sec,mean_constraints_satisfied,mean_constraints_total,evidence_source
userlm,Phi-3-mini-4k-instruct,medium,morning_peak_cross_city,crowd_averse_rider,hesitant,audio_variant,piper,vosk,3,3,1,2,0,0.0,1.0,1.0,0.0,20.0,958.35,3.0,3.0,task_outcome_comparison.csv grouped without changing source results
userlm,Phi-3-mini-4k-instruct,medium,morning_peak_cross_city,crowd_averse_rider,clean,audio_variant,piper,vosk,3,3,1,2,0,1.0,1.0,1.0,0.0,13.0,587.21,3.0,3.0,task_outcome_comparison.csv grouped without changing source results
userlm,Phi-3-mini-4k-instruct,medium,morning_peak_cross_city,crowd_averse_rider,severe_channel,audio_variant,piper,vosk,3,3,1,2,0,0.0,0.0,0.0,,19.0,100.94,,,task_outcome_comparison.csv grouped without changing source results
userlm,Phi-3-mini-4k-instruct,medium,morning_peak_cross_city,crowd_averse_rider,mostly_clean,audio_variant,piper,faster_whisper,2,1,0,1,1,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
tinyllama,Phi-3-mini-4k-instruct,medium,morning_peak_cross_city,delay_sensitive_traveler,hesitant,audio_variant,piper,vosk,1,1,1,0,0,0.0,1.0,1.0,0.0,20.0,2168.24,2.0,2.0,task_outcome_comparison.csv grouped without changing source results
tinyllama,Phi-3-mini-4k-instruct,medium,morning_peak_cross_city,delay_sensitive_traveler,clean,audio_variant,piper,vosk,1,1,1,0,0,1.0,1.0,1.0,0.0,13.0,1014.98,3.0,3.0,task_outcome_comparison.csv grouped without changing source results
tinyllama,Phi-3-mini-4k-instruct,medium,morning_peak_cross_city,delay_sensitive_traveler,mostly_clean,audio_variant,piper,vosk,1,1,1,0,0,1.0,1.0,1.0,0.0,13.0,1031.01,3.0,3.0,task_outcome_comparison.csv grouped without changing source results
tinyllama,Phi-3-mini-4k-instruct,medium,morning_peak_cross_city,delay_sensitive_traveler,severe_channel,audio_variant,piper,vosk,1,1,1,0,0,0.0,0.0,0.0,,11.0,64.3,,,task_outcome_comparison.csv grouped without changing source results
userlm,Phi-3-mini-4k-instruct,medium,morning_peak_cross_city,delay_sensitive_traveler,hesitant,audio_variant,piper,vosk,3,3,1,2,0,1.0,1.0,1.0,0.0,15.0,859.85,3.0,3.0,task_outcome_comparison.csv grouped without changing source results
userlm,Phi-3-mini-4k-instruct,medium,morning_peak_cross_city,delay_sensitive_traveler,mostly_clean,audio_variant,piper,vosk,3,3,1,2,0,1.0,1.0,1.0,0.0,13.0,636.19,3.0,3.0,task_outcome_comparison.csv grouped without changing source results
userlm,Phi-3-mini-4k-instruct,medium,morning_peak_cross_city,delay_sensitive_traveler,clean,audio_variant,piper,vosk,3,3,1,2,0,1.0,1.0,1.0,0.0,17.0,709.25,3.0,3.0,task_outcome_comparison.csv grouped without changing source results
userlm,Phi-3-mini-4k-instruct,medium,morning_peak_cross_city,delay_sensitive_traveler,severe_channel,audio_variant,piper,vosk,3,3,1,2,0,0.0,0.0,0.0,,5.0,33.44,,,task_outcome_comparison.csv grouped without changing source results
userlm,Phi-3-mini-4k-instruct,medium,morning_peak_cross_city,delay_sensitive_traveler,hesitant,audio_variant,piper,faster_whisper,1,1,0,1,0,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
tinyllama,Phi-3-mini-4k-instruct,medium,morning_peak_cross_city,focused_commuter,clean,audio_variant,piper,vosk,2,1,1,0,1,1.0,1.0,1.0,0.0,13.0,1262.67,3.0,3.0,task_outcome_comparison.csv grouped without changing source results
tinyllama,Phi-3-mini-4k-instruct,medium,morning_peak_cross_city,focused_commuter,mostly_clean,audio_variant,piper,faster_whisper,1,1,1,0,0,1.0,1.0,1.0,0.0,11.0,1502.41,3.0,3.0,task_outcome_comparison.csv grouped without changing source results
tinyllama,Phi-3-mini-4k-instruct,medium,morning_peak_cross_city,focused_commuter,hesitant,audio_variant,piper,vosk,2,1,1,0,1,0.0,1.0,1.0,0.0,20.0,2311.02,2.0,2.0,task_outcome_comparison.csv grouped without changing source results
tinyllama,Phi-3-mini-4k-instruct,medium,morning_peak_cross_city,focused_commuter,severe_channel,audio_variant,piper,vosk,2,1,1,0,1,0.0,0.0,0.0,,9.0,50.88,,,task_outcome_comparison.csv grouped without changing source results
userlm,Phi-3-mini-4k-instruct,medium,morning_peak_cross_city,focused_commuter,clean,audio_variant,piper,vosk,30,30,10,20,0,0.5,1.0,1.0,0.0,15.9,717.967,2.9,2.9,task_outcome_comparison.csv grouped without changing source results
userlm,Phi-3-mini-4k-instruct,medium,morning_peak_cross_city,focused_commuter,hesitant,audio_variant,piper,vosk,3,3,1,2,0,0.0,1.0,1.0,0.0,20.0,836.87,,,task_outcome_comparison.csv grouped without changing source results
userlm,Phi-3-mini-4k-instruct,medium,morning_peak_cross_city,focused_commuter,severe_channel,audio_variant,piper,vosk,3,3,1,2,0,0.0,0.0,0.0,,19.0,114.23,,,task_outcome_comparison.csv grouped without changing source results
userlm,Phi-3-mini-4k-instruct,medium,morning_peak_cross_city,focused_commuter,mostly_clean,audio_variant,piper,faster_whisper,3,3,1,2,0,1.0,1.0,1.0,0.0,11.0,695.51,3.0,3.0,task_outcome_comparison.csv grouped without changing source results
userlm,Phi-3-mini-4k-instruct,medium,morning_peak_cross_city,focused_commuter,clean,audio_variant,piper,faster_whisper,2,1,0,1,1,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
userlm,Phi-3-mini-4k-instruct,medium,morning_peak_cross_city,focused_commuter,hesitant,audio_variant,piper,faster_whisper,1,0,0,0,1,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
userlm,Phi-3-mini-4k-instruct,medium,morning_peak_cross_city,focused_commuter,noisy_station,audio_variant,piper,faster_whisper,1,0,0,0,1,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
tinyllama,Phi-3-mini-4k-instruct,medium,morning_peak_cross_city,focused_commuter,mostly_clean,audio_variant,piper,vosk,1,0,0,0,1,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
userlm,Phi-3-mini-4k-instruct,medium,morning_peak_cross_city,multi_stop_errand_runner,clean,audio_variant,piper,faster_whisper,1,1,0,1,0,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
tinyllama,Phi-3-mini-4k-instruct,medium,morning_peak_cross_city,risk_averse_novice,severe_channel,audio_variant,piper,faster_whisper,1,0,0,0,1,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
userlm,Phi-3-mini-4k-instruct,medium,morning_peak_cross_city,risk_averse_novice,mostly_clean,audio_variant,piper,vosk,3,3,1,2,0,1.0,1.0,1.0,0.0,13.0,637.58,3.0,3.0,task_outcome_comparison.csv grouped without changing source results
userlm,Phi-3-mini-4k-instruct,medium,morning_peak_cross_city,risk_averse_novice,hesitant,audio_variant,piper,vosk,2,2,0,2,0,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
userlm,Phi-3-mini-4k-instruct,medium,morning_peak_cross_city,risk_averse_novice,clean,audio_variant,piper,vosk,3,3,1,2,0,1.0,1.0,1.0,0.0,17.0,703.45,3.0,3.0,task_outcome_comparison.csv grouped without changing source results
userlm,Phi-3-mini-4k-instruct,medium,morning_peak_cross_city,risk_averse_novice,severe_channel,audio_variant,piper,faster_whisper,2,2,0,2,0,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
userlm,Phi-3-mini-4k-instruct,medium,multi_destination_errands,accessibility_rider,clean,audio_variant,piper,faster_whisper,1,0,0,0,1,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
userlm,Phi-3-mini-4k-instruct,medium,multi_destination_errands,crowd_averse_rider,mostly_clean,audio_variant,piper,faster_whisper,1,0,0,0,1,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
userlm,Phi-3-mini-4k-instruct,medium,multi_destination_errands,delay_sensitive_traveler,hesitant,audio_variant,piper,faster_whisper,2,1,1,0,1,0.0,1.0,0.0,17.0,11.0,924.68,,,task_outcome_comparison.csv grouped without changing source results
userlm,Phi-3-mini-4k-instruct,medium,multi_destination_errands,focused_commuter,clean,audio_variant,piper,faster_whisper,1,0,0,0,1,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
userlm,Phi-3-mini-4k-instruct,medium,multi_destination_errands,multi_stop_errand_runner,clean,audio_variant,piper,faster_whisper,1,0,0,0,1,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
userlm,Phi-3-mini-4k-instruct,medium,multi_destination_errands,risk_averse_novice,severe_channel,audio_variant,piper,faster_whisper,1,0,0,0,1,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
userlm,Phi-3-mini-4k-instruct,medium,airport_connection,accessibility_rider,hesitant,text_only,piper,faster_whisper,1,0,0,0,1,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
tinyllama,Phi-3-mini-4k-instruct,medium,airport_connection,crowd_averse_rider,mostly_clean,text_only,piper,vosk,1,1,1,0,0,1.0,1.0,1.0,4.0,9.0,1176.55,3.0,3.0,task_outcome_comparison.csv grouped without changing source results
userlm,Phi-3-mini-4k-instruct,medium,airport_connection,crowd_averse_rider,mostly_clean,text_only,piper,vosk,3,3,1,2,0,1.0,1.0,1.0,4.0,9.0,576.92,3.0,3.0,task_outcome_comparison.csv grouped without changing source results
userlm,Phi-3-mini-4k-instruct,medium,airport_connection,crowd_averse_rider,hesitant,text_only,piper,faster_whisper,1,1,0,1,0,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
tinyllama,Phi-3-mini-4k-instruct,medium,airport_connection,delay_sensitive_traveler,hesitant,text_only,piper,faster_whisper,1,0,0,0,1,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
userlm,Phi-3-mini-4k-instruct,medium,airport_connection,delay_sensitive_traveler,mostly_clean,text_only,piper,faster_whisper,1,1,0,1,0,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
userlm,Phi-3-mini-4k-instruct,medium,airport_connection,delay_sensitive_traveler,clean,text_only,piper,faster_whisper,2,1,1,0,1,0.0,1.0,1.0,4.0,8.0,1268.48,2.0,2.0,task_outcome_comparison.csv grouped without changing source results
userlm,Phi-3-mini-4k-instruct,medium,airport_connection,delay_sensitive_traveler,hesitant,text_only,piper,faster_whisper,2,1,0,1,1,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
userlm,Phi-3-mini-4k-instruct,medium,airport_connection,delay_sensitive_traveler,noisy_station,text_only,piper,faster_whisper,1,0,0,0,1,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
tinyllama,Phi-3-mini-4k-instruct,medium,airport_connection,focused_commuter,clean,text_only,piper,faster_whisper,1,0,0,0,1,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
userlm,Phi-3-mini-4k-instruct,medium,airport_connection,focused_commuter,severe_channel,text_only,piper,faster_whisper,1,0,0,0,1,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
userlm,Phi-3-mini-4k-instruct,medium,airport_connection,focused_commuter,clean,text_only,piper,faster_whisper,1,1,0,1,0,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
userlm,Phi-3-mini-4k-instruct,medium,airport_connection,focused_commuter,clean,text_only,piper,vosk,1,1,0,1,0,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
userlm,Phi-3-mini-4k-instruct,medium,airport_connection,multi_stop_errand_runner,hesitant,text_only,piper,faster_whisper,1,0,0,0,1,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
tinyllama,Phi-3-mini-4k-instruct,medium,airport_connection,risk_averse_novice,severe_channel,text_only,piper,vosk,1,0,0,0,1,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
userlm,Phi-3-mini-4k-instruct,medium,airport_connection,risk_averse_novice,clean,text_only,piper,faster_whisper,2,2,1,1,0,1.0,1.0,1.0,4.0,11.0,2063.22,3.0,3.0,task_outcome_comparison.csv grouped without changing source results
userlm,Phi-3-mini-4k-instruct,medium,airport_connection,risk_averse_novice,severe_channel,text_only,piper,vosk,1,1,0,1,0,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
userlm,Phi-3-mini-4k-instruct,medium,crowded_event_exit,accessibility_rider,severe_channel,text_only,piper,faster_whisper,1,1,0,1,0,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
tinyllama,Phi-3-mini-4k-instruct,medium,crowded_event_exit,crowd_averse_rider,mostly_clean,text_only,piper,vosk,1,1,1,0,0,1.0,1.0,1.0,3.0,9.0,1142.28,3.0,3.0,task_outcome_comparison.csv grouped without changing source results
userlm,Phi-3-mini-4k-instruct,medium,crowded_event_exit,crowd_averse_rider,mostly_clean,text_only,piper,vosk,3,3,1,2,0,1.0,1.0,1.0,0.0,9.0,593.11,3.0,3.0,task_outcome_comparison.csv grouped without changing source results
userlm,Phi-3-mini-4k-instruct,medium,crowded_event_exit,crowd_averse_rider,clean,text_only,piper,faster_whisper,1,0,0,0,1,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
tinyllama,Phi-3-mini-4k-instruct,medium,crowded_event_exit,delay_sensitive_traveler,hesitant,text_only,piper,faster_whisper,1,1,1,0,0,1.0,1.0,1.0,3.0,9.0,1301.81,3.0,3.0,task_outcome_comparison.csv grouped without changing source results
userlm,Phi-3-mini-4k-instruct,medium,crowded_event_exit,delay_sensitive_traveler,hesitant,text_only,piper,faster_whisper,3,3,1,2,0,1.0,1.0,1.0,0.0,9.0,564.77,3.0,3.0,task_outcome_comparison.csv grouped without changing source results
userlm,Phi-3-mini-4k-instruct,medium,crowded_event_exit,delay_sensitive_traveler,severe_channel,text_only,piper,faster_whisper,1,1,0,1,0,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
tinyllama,Phi-3-mini-4k-instruct,medium,crowded_event_exit,focused_commuter,clean,text_only,piper,faster_whisper,1,0,0,0,1,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
userlm,Phi-3-mini-4k-instruct,medium,crowded_event_exit,focused_commuter,clean,text_only,piper,faster_whisper,5,3,0,3,2,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
userlm,Phi-3-mini-4k-instruct,medium,crowded_event_exit,focused_commuter,mostly_clean,text_only,piper,faster_whisper,1,0,0,0,1,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
userlm,Phi-3-mini-4k-instruct,medium,crowded_event_exit,multi_stop_errand_runner,severe_channel,text_only,piper,faster_whisper,1,1,0,1,0,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
tinyllama,Phi-3-mini-4k-instruct,medium,crowded_event_exit,risk_averse_novice,severe_channel,text_only,piper,vosk,1,1,1,0,0,1.0,1.0,1.0,3.0,17.0,1850.8,3.0,3.0,task_outcome_comparison.csv grouped without changing source results
userlm,Phi-3-mini-4k-instruct,medium,crowded_event_exit,risk_averse_novice,severe_channel,text_only,piper,vosk,3,3,1,2,0,1.0,1.0,1.0,0.0,15.0,546.55,2.0,2.0,task_outcome_comparison.csv grouped without changing source results
userlm,Phi-3-mini-4k-instruct,medium,crowded_event_exit,risk_averse_novice,hesitant,text_only,piper,faster_whisper,1,1,0,1,0,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
userlm,Phi-3-mini-4k-instruct,medium,hospital_appointment,accessibility_rider,clean,text_only,piper,faster_whisper,1,0,0,0,1,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
userlm,Phi-3-mini-4k-instruct,medium,hospital_appointment,crowd_averse_rider,severe_channel,text_only,piper,faster_whisper,1,0,0,0,1,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
userlm,Phi-3-mini-4k-instruct,medium,hospital_appointment,delay_sensitive_traveler,clean,text_only,piper,faster_whisper,1,1,1,0,0,1.0,1.0,1.0,0.0,11.0,473.76,3.0,3.0,task_outcome_comparison.csv grouped without changing source results
userlm,Phi-3-mini-4k-instruct,medium,hospital_appointment,focused_commuter,hesitant,text_only,piper,faster_whisper,1,1,1,0,0,0.0,1.0,1.0,3.0,8.0,473.31,3.0,3.0,task_outcome_comparison.csv grouped without changing source results
userlm,Phi-3-mini-4k-instruct,medium,hospital_appointment,multi_stop_errand_runner,clean,text_only,piper,faster_whisper,1,1,1,0,0,1.0,1.0,1.0,3.0,11.0,473.94,3.0,3.0,task_outcome_comparison.csv grouped without changing source results
userlm,Phi-3-mini-4k-instruct,medium,hospital_appointment,risk_averse_novice,mostly_clean,text_only,piper,faster_whisper,1,0,0,0,1,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
userlm,Phi-3-mini-4k-instruct,medium,late_event,accessibility_rider,clean,text_only,piper,faster_whisper,1,0,0,0,1,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
userlm,Phi-3-mini-4k-instruct,medium,late_event,crowd_averse_rider,severe_channel,text_only,piper,faster_whisper,1,0,0,0,1,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
userlm,Phi-3-mini-4k-instruct,medium,late_event,delay_sensitive_traveler,clean,text_only,piper,faster_whisper,1,1,0,1,0,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
userlm,Phi-3-mini-4k-instruct,medium,late_event,focused_commuter,hesitant,text_only,piper,faster_whisper,1,1,0,1,0,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
userlm,Phi-3-mini-4k-instruct,medium,late_event,multi_stop_errand_runner,clean,text_only,piper,faster_whisper,1,1,1,0,0,1.0,1.0,1.0,0.0,11.0,527.07,3.0,3.0,task_outcome_comparison.csv grouped without changing source results
userlm,Phi-3-mini-4k-instruct,medium,late_event,risk_averse_novice,mostly_clean,text_only,piper,faster_whisper,1,1,0,1,0,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
userlm,Phi-3-mini-4k-instruct,medium,late_event,verbose_planner,clean,text_only,piper,faster_whisper,1,0,0,0,1,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
userlm,Phi-3-mini-4k-instruct,medium,late_event,verbose_planner,hesitant,text_only,piper,faster_whisper,1,0,0,0,1,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
userlm,Phi-3-mini-4k-instruct,medium,late_event,verbose_planner,noisy_station,text_only,piper,faster_whisper,1,0,0,0,1,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
userlm,Phi-3-mini-4k-instruct,medium,midday_transfer,accessibility_rider,mostly_clean,text_only,piper,faster_whisper,1,1,0,1,0,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
tinyllama,Phi-3-mini-4k-instruct,medium,midday_transfer,crowd_averse_rider,mostly_clean,text_only,piper,vosk,1,1,1,0,0,1.0,1.0,1.0,0.0,9.0,939.83,3.0,3.0,task_outcome_comparison.csv grouped without changing source results
userlm,Phi-3-mini-4k-instruct,medium,midday_transfer,crowd_averse_rider,mostly_clean,text_only,piper,vosk,3,3,1,2,0,1.0,1.0,1.0,0.0,9.0,555.76,3.0,3.0,task_outcome_comparison.csv grouped without changing source results
userlm,Phi-3-mini-4k-instruct,medium,midday_transfer,crowd_averse_rider,severe_channel,text_only,piper,faster_whisper,1,0,0,0,1,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
tinyllama,Phi-3-mini-4k-instruct,medium,midday_transfer,delay_sensitive_traveler,hesitant,text_only,piper,vosk,1,1,1,0,0,1.0,1.0,1.0,0.0,9.0,1154.96,3.0,3.0,task_outcome_comparison.csv grouped without changing source results
userlm,Phi-3-mini-4k-instruct,medium,midday_transfer,delay_sensitive_traveler,hesitant,text_only,piper,vosk,3,3,1,2,0,1.0,1.0,1.0,0.0,9.0,598.55,3.0,3.0,task_outcome_comparison.csv grouped without changing source results
userlm,Phi-3-mini-4k-instruct,medium,midday_transfer,delay_sensitive_traveler,clean,text_only,piper,faster_whisper,1,1,0,1,0,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
userlm,Phi-3-mini-4k-instruct,medium,midday_transfer,distracted_multitasker,clean,text_only,piper,faster_whisper,2,0,0,0,2,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
userlm,Phi-3-mini-4k-instruct,medium,midday_transfer,distracted_multitasker,hesitant,text_only,piper,faster_whisper,1,0,0,0,1,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
userlm,Phi-3-mini-4k-instruct,medium,midday_transfer,distracted_multitasker,noisy_station,text_only,piper,faster_whisper,1,0,0,0,1,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
tinyllama,Phi-3-mini-4k-instruct,medium,midday_transfer,focused_commuter,clean,text_only,piper,faster_whisper,1,1,1,0,0,0.0,1.0,1.0,0.0,13.0,1860.66,3.0,3.0,task_outcome_comparison.csv grouped without changing source results
userlm,Phi-3-mini-4k-instruct,medium,midday_transfer,focused_commuter,clean,text_only,piper,faster_whisper,3,3,1,2,0,0.0,1.0,1.0,0.0,13.0,715.81,3.0,3.0,task_outcome_comparison.csv grouped without changing source results
userlm,Phi-3-mini-4k-instruct,medium,midday_transfer,focused_commuter,clean,text_only,piper,vosk,2,2,1,1,0,0.0,1.0,1.0,0.0,13.0,717.91,3.0,3.0,task_outcome_comparison.csv grouped without changing source results
userlm,Phi-3-mini-4k-instruct,medium,midday_transfer,focused_commuter,hesitant,text_only,piper,faster_whisper,1,1,0,1,0,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
userlm,Phi-3-mini-4k-instruct,medium,midday_transfer,multi_stop_errand_runner,mostly_clean,text_only,piper,faster_whisper,1,1,0,1,0,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
tinyllama,Phi-3-mini-4k-instruct,medium,midday_transfer,risk_averse_novice,severe_channel,text_only,piper,vosk,1,1,1,0,0,0.0,1.0,1.0,0.0,11.0,1579.25,2.0,2.0,task_outcome_comparison.csv grouped without changing source results
userlm,Phi-3-mini-4k-instruct,medium,midday_transfer,risk_averse_novice,severe_channel,text_only,piper,vosk,3,3,1,2,0,0.0,1.0,1.0,0.0,11.0,703.56,2.0,2.0,task_outcome_comparison.csv grouped without changing source results
userlm,Phi-3-mini-4k-instruct,medium,midday_transfer,risk_averse_novice,mostly_clean,text_only,piper,faster_whisper,1,1,0,1,0,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
userlm,Phi-3-mini-4k-instruct,medium,morning_peak_cross_city,accessibility_rider,clean,text_only,piper,faster_whisper,1,0,0,0,1,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
tinyllama,Phi-3-mini-4k-instruct,medium,morning_peak_cross_city,crowd_averse_rider,mostly_clean,text_only,piper,faster_whisper,1,0,0,0,1,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
tinyllama,Phi-3-mini-4k-instruct,medium,morning_peak_cross_city,crowd_averse_rider,clean,text_only,piper,vosk,1,1,1,0,0,1.0,1.0,1.0,0.0,11.0,1282.5,3.0,3.0,task_outcome_comparison.csv grouped without changing source results
tinyllama,Phi-3-mini-4k-instruct,medium,morning_peak_cross_city,crowd_averse_rider,hesitant,text_only,piper,vosk,1,1,1,0,0,1.0,1.0,1.0,0.0,9.0,986.46,3.0,3.0,task_outcome_comparison.csv grouped without changing source results
tinyllama,Phi-3-mini-4k-instruct,medium,morning_peak_cross_city,crowd_averse_rider,severe_channel,text_only,piper,vosk,1,1,1,0,0,0.0,1.0,1.0,0.0,19.0,2124.57,2.0,2.0,task_outcome_comparison.csv grouped without changing source results
userlm,Phi-3-mini-4k-instruct,medium,morning_peak_cross_city,crowd_averse_rider,hesitant,text_only,piper,vosk,3,3,1,2,0,1.0,1.0,1.0,0.0,9.0,597.2,3.0,3.0,task_outcome_comparison.csv grouped without changing source results
userlm,Phi-3-mini-4k-instruct,medium,morning_peak_cross_city,crowd_averse_rider,clean,text_only,piper,vosk,3,3,1,2,0,1.0,1.0,1.0,0.0,11.0,591.54,3.0,3.0,task_outcome_comparison.csv grouped without changing source results
userlm,Phi-3-mini-4k-instruct,medium,morning_peak_cross_city,crowd_averse_rider,severe_channel,text_only,piper,vosk,3,3,1,2,0,0.0,1.0,1.0,0.0,19.0,1091.52,2.0,2.0,task_outcome_comparison.csv grouped without changing source results
userlm,Phi-3-mini-4k-instruct,medium,morning_peak_cross_city,crowd_averse_rider,mostly_clean,text_only,piper,faster_whisper,2,1,0,1,1,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
tinyllama,Phi-3-mini-4k-instruct,medium,morning_peak_cross_city,delay_sensitive_traveler,hesitant,text_only,piper,vosk,1,1,1,0,0,1.0,1.0,1.0,0.0,13.0,1848.93,3.0,3.0,task_outcome_comparison.csv grouped without changing source results
tinyllama,Phi-3-mini-4k-instruct,medium,morning_peak_cross_city,delay_sensitive_traveler,clean,text_only,piper,vosk,1,1,1,0,0,1.0,1.0,1.0,0.0,11.0,975.48,3.0,3.0,task_outcome_comparison.csv grouped without changing source results
tinyllama,Phi-3-mini-4k-instruct,medium,morning_peak_cross_city,delay_sensitive_traveler,mostly_clean,text_only,piper,vosk,1,1,1,0,0,1.0,1.0,1.0,0.0,9.0,974.16,3.0,3.0,task_outcome_comparison.csv grouped without changing source results
tinyllama,Phi-3-mini-4k-instruct,medium,morning_peak_cross_city,delay_sensitive_traveler,severe_channel,text_only,piper,vosk,1,1,1,0,0,1.0,1.0,1.0,0.0,11.0,1010.56,3.0,3.0,task_outcome_comparison.csv grouped without changing source results
userlm,Phi-3-mini-4k-instruct,medium,morning_peak_cross_city,delay_sensitive_traveler,hesitant,text_only,piper,vosk,3,3,1,2,0,1.0,1.0,1.0,0.0,13.0,833.58,3.0,3.0,task_outcome_comparison.csv grouped without changing source results
userlm,Phi-3-mini-4k-instruct,medium,morning_peak_cross_city,delay_sensitive_traveler,mostly_clean,text_only,piper,vosk,3,3,1,2,0,1.0,1.0,1.0,0.0,9.0,579.68,3.0,3.0,task_outcome_comparison.csv grouped without changing source results
userlm,Phi-3-mini-4k-instruct,medium,morning_peak_cross_city,delay_sensitive_traveler,clean,text_only,piper,vosk,3,3,1,2,0,1.0,1.0,1.0,0.0,11.0,598.99,3.0,3.0,task_outcome_comparison.csv grouped without changing source results
userlm,Phi-3-mini-4k-instruct,medium,morning_peak_cross_city,delay_sensitive_traveler,severe_channel,text_only,piper,vosk,3,3,1,2,0,1.0,1.0,1.0,0.0,11.0,612.77,3.0,3.0,task_outcome_comparison.csv grouped without changing source results
userlm,Phi-3-mini-4k-instruct,medium,morning_peak_cross_city,delay_sensitive_traveler,hesitant,text_only,piper,faster_whisper,1,1,0,1,0,,,,,,,,,task_outcome_comparison.csv grouped without changing source results
tinyllama,Phi-3-mini-4k-instruct,medium,morning_peak_cross_city,focused_commuter,clean,text_only,piper,vosk,2,1,1,0,1,1.0,1.0,1.0,0.0,9.0,1242.95,3.0,3.0,task_outcome_comparison.csv grouped without changing source results
tinyllama,Phi-3-mini-4k-instruct,medium,morning_peak_cross_city,focused_commuter,mostly_clean,text_only,piper,faster_whisper,1,1,1,0,0,1.0,1.0,1.0,0.0,9.0,1318.51,3.0,3.0,task_outcome_comparison.csv grouped without changing source results
tinyllama,Phi-3-mini-4k-instruct,medium,morning_peak_cross_city,focused_commuter,hesitant,text_only,piper,vosk,2,1,1,0,1,1.0,1.0,1.0,0.0,9.0,1340.87,3.0,3.0,task_outcome_comparison.csv grouped without changing source results
tinyllama,Phi-3-mini-4k-instruct,medium,morning_peak_cross_city,focused_commuter,severe_channel,text_only,piper,vosk,2,1,1,0,1,1.0,1.0,1.0,0.0,11.0,1379.62,3.0,3.0,task_outcome_comparison.csv grouped without changing source results
userlm,Phi-3-mini-4k-instruct,medium,morning_peak_cross_city,focused_commuter,clean,text_only,piper,vosk,31,31,11,20,0,1.0,1.0,1.0,0.0,9.0,592.8845454545454,3.0,3.0,task_outcome_comparison.csv grouped without changing source results
