agent_a_type,agent_b_model,agent_b_llm_size,run_type,tts_engine,asr_engine,phase_order,phase,condition_phase_rows,observed_phase_rows,mean_observation_count,mean_processing_sec,maximum_processing_sec,mean_pipeline_success_rate,total_error_count,total_misinterpreted_tokens,total_corrections,mean_valid_route_parse_rate,total_candidates,evidence_source
userlm,Qwen2.5-7B-Instruct,large,audio_variant,piper,vosk,6,speech_pipeline,14,14,14.428571428571429,5.227688745390394,13.050285,1.0,0.0,0,0,,0,phase_metric_comparison.csv grouped by model/run type/phase
userlm,Qwen2.5-7B-Instruct,large,audio_variant,piper,faster_whisper,6,speech_pipeline,10,10,10.4,11.908894578428516,41.816105,1.0,0.0,0,0,,0,phase_metric_comparison.csv grouped by model/run type/phase
userlm,Qwen2.5-7B-Instruct,large,text_only,piper,vosk,1,natural_language_generation,16,16,9.875,79.31714240052105,1142.936251,,0,0,0,,0,phase_metric_comparison.csv grouped by model/run type/phase
userlm,Qwen2.5-7B-Instruct,large,text_only,piper,faster_whisper,1,natural_language_generation,10,10,10.4,82.32165196380149,513.707587,,0,0,0,,0,phase_metric_comparison.csv grouped by model/run type/phase
userlm,Qwen2.5-7B-Instruct,large,text_only,piper,vosk,2,text_to_speech,16,16,9.875,1.6155104074369258,21.385513,1.0,0.0,0,0,,0,phase_metric_comparison.csv grouped by model/run type/phase
userlm,Qwen2.5-7B-Instruct,large,text_only,piper,faster_whisper,2,text_to_speech,10,10,10.4,0.9895846871017872,2.593076,1.0,0.0,0,0,,0,phase_metric_comparison.csv grouped by model/run type/phase
userlm,Qwen2.5-7B-Instruct,large,text_only,piper,vosk,3,automatic_speech_recognition,16,16,9.875,0.19842289457642034,7.687714,1.0,0.0,7.0,8.0,,0,phase_metric_comparison.csv grouped by model/run type/phase
userlm,Qwen2.5-7B-Instruct,large,text_only,piper,faster_whisper,3,automatic_speech_recognition,10,10,10.4,0.02481798447940948,0.052853,1.0,0.0,1.0,30.0,,0,phase_metric_comparison.csv grouped by model/run type/phase
userlm,Qwen2.5-7B-Instruct,large,text_only,piper,vosk,4,natural_language_understanding,16,16,4.4375,0.0044333067708333335,0.024567,,0,0,0,0.9640625,0,phase_metric_comparison.csv grouped by model/run type/phase
userlm,Qwen2.5-7B-Instruct,large,text_only,piper,faster_whisper,4,natural_language_understanding,10,10,4.8,0.0038408983333333333,0.020858,,0,0,0,0.875,0,phase_metric_comparison.csv grouped by model/run type/phase
userlm,Qwen2.5-7B-Instruct,large,text_only,piper,vosk,5,dialogue_management,16,16,4.4375,0.0060283942708333335,0.019119,,0,0,0,,67.0,phase_metric_comparison.csv grouped by model/run type/phase
userlm,Qwen2.5-7B-Instruct,large,text_only,piper,faster_whisper,5,dialogue_management,10,10,4.8,0.00480944,0.010596,,0,0,0,,35.0,phase_metric_comparison.csv grouped by model/run type/phase
userlm,Qwen2.5-7B-Instruct,large,text_only,piper,vosk,6,speech_pipeline,16,16,9.875,1.814514097276498,29.002546,1.0,0.0,0,0,,0,phase_metric_comparison.csv grouped by model/run type/phase
userlm,Qwen2.5-7B-Instruct,large,text_only,piper,faster_whisper,6,speech_pipeline,10,10,10.4,1.014927386470474,2.637579,1.0,0.0,0,0,,0,phase_metric_comparison.csv grouped by model/run type/phase
