source_run,condition_id,model_comparison_condition_key,condition_state,agent_a_type,agent_b_model,agent_b_llm_size,tts_engine,asr_engine,run_type,scenario_key,persona_key,speech_pattern_key,agent_a_audio_persona,agent_b_audio_persona,phase_order,phase,observation_count,total_processing_sec,mean_processing_sec,maximum_processing_sec,pipeline_success_rate,error_count,misinterpreted_token_count,correction_count,valid_route_parse_rate,candidate_count,evidence_source
20260710_201933_b-n0001,C-CEE-RAN-SC-PIP-VOS-Q05-DEFAU-SML-I0-2aa0006b49-A,MC-eb1d4d5f91ae,completed,userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,audio_variant,crowded_event_exit,risk_averse_novice,severe_channel,barely_understandable_caller,barely_understandable_operator,1,natural_language_generation,9,0.053403,0.005933666666666667,0.028551,,,,,,,runtime event telemetry; no retrospective substitution
20260710_201933_b-n0001,C-CEE-RAN-SC-PIP-VOS-Q05-DEFAU-SML-I0-2aa0006b49-A,MC-eb1d4d5f91ae,completed,userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,audio_variant,crowded_event_exit,risk_averse_novice,severe_channel,barely_understandable_caller,barely_understandable_operator,2,text_to_speech,9,23.306302,2.589589111111111,7.686704,1.0,0,,,,,runtime event telemetry; no retrospective substitution
20260710_201933_b-n0001,C-CEE-RAN-SC-PIP-VOS-Q05-DEFAU-SML-I0-2aa0006b49-A,MC-eb1d4d5f91ae,completed,userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,audio_variant,crowded_event_exit,risk_averse_novice,severe_channel,barely_understandable_caller,barely_understandable_operator,3,automatic_speech_recognition,9,21.531177,2.392353,4.221126,1.0,0,26,0,,,runtime event telemetry; no retrospective substitution
20260710_201933_b-n0001,C-CEE-RAN-SC-PIP-VOS-Q05-DEFAU-SML-I0-2aa0006b49-A,MC-eb1d4d5f91ae,completed,userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,audio_variant,crowded_event_exit,risk_averse_novice,severe_channel,barely_understandable_caller,barely_understandable_operator,4,natural_language_understanding,4,0.002458,0.0006145,0.000945,,,,,0.0,,runtime event telemetry; no retrospective substitution
20260710_201933_b-n0001,C-CEE-RAN-SC-PIP-VOS-Q05-DEFAU-SML-I0-2aa0006b49-A,MC-eb1d4d5f91ae,completed,userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,audio_variant,crowded_event_exit,risk_averse_novice,severe_channel,barely_understandable_caller,barely_understandable_operator,5,dialogue_management,4,0.000561,0.00014025,0.000163,,,,,,0,runtime event telemetry; no retrospective substitution
20260710_201933_b-n0001,C-CEE-RAN-SC-PIP-VOS-Q05-DEFAU-SML-I0-2aa0006b49-A,MC-eb1d4d5f91ae,completed,userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,audio_variant,crowded_event_exit,risk_averse_novice,severe_channel,barely_understandable_caller,barely_understandable_operator,6,speech_pipeline,9,68.732716,7.636968444444444,15.636673,1.0,0,,,,,runtime event telemetry; no retrospective substitution
20260710_202103_b-n0001,C-MPCC-DST-CLEAN-PIP-VOS-Q05-DEFAU-SML-I0-9316a45235-A,MC-bd5c70185541,completed,userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,audio_variant,morning_peak_cross_city,delay_sensitive_traveler,clean,high_clarity_caller,high_clarity_operator,1,natural_language_generation,13,314.523719,24.194132230769235,67.021631,,,,,,,runtime event telemetry; no retrospective substitution
20260710_202103_b-n0001,C-MPCC-DST-CLEAN-PIP-VOS-Q05-DEFAU-SML-I0-9316a45235-A,MC-bd5c70185541,completed,userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,audio_variant,morning_peak_cross_city,delay_sensitive_traveler,clean,high_clarity_caller,high_clarity_operator,2,text_to_speech,13,29.876171,2.298167,6.841201,1.0,0,,,,,runtime event telemetry; no retrospective substitution
20260710_202103_b-n0001,C-MPCC-DST-CLEAN-PIP-VOS-Q05-DEFAU-SML-I0-9316a45235-A,MC-bd5c70185541,completed,userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,audio_variant,morning_peak_cross_city,delay_sensitive_traveler,clean,high_clarity_caller,high_clarity_operator,3,automatic_speech_recognition,13,18.177792,1.3982916923076922,2.719785,1.0,0,26,9,,,runtime event telemetry; no retrospective substitution
20260710_202103_b-n0001,C-MPCC-DST-CLEAN-PIP-VOS-Q05-DEFAU-SML-I0-9316a45235-A,MC-bd5c70185541,completed,userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,audio_variant,morning_peak_cross_city,delay_sensitive_traveler,clean,high_clarity_caller,high_clarity_operator,4,natural_language_understanding,6,0.022982,0.003830333333333333,0.007572,,,,,1.0,,runtime event telemetry; no retrospective substitution
20260710_202103_b-n0001,C-MPCC-DST-CLEAN-PIP-VOS-Q05-DEFAU-SML-I0-9316a45235-A,MC-bd5c70185541,completed,userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,audio_variant,morning_peak_cross_city,delay_sensitive_traveler,clean,high_clarity_caller,high_clarity_operator,5,dialogue_management,6,0.021921,0.0036535,0.007083,,,,,,4,runtime event telemetry; no retrospective substitution
20260710_202103_b-n0001,C-MPCC-DST-CLEAN-PIP-VOS-Q05-DEFAU-SML-I0-9316a45235-A,MC-bd5c70185541,completed,userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,audio_variant,morning_peak_cross_city,delay_sensitive_traveler,clean,high_clarity_caller,high_clarity_operator,6,speech_pipeline,13,48.063476,3.6971904615384616,9.563244,1.0,0,,,,,runtime event telemetry; no retrospective substitution
20260710_202234_b-n0001,C-MPCC-DST-HESIT-PIP-VOS-Q05-DEFAU-SML-I0-3007c4b4eb-A,MC-0f280284fe47,completed,userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,audio_variant,morning_peak_cross_city,delay_sensitive_traveler,hesitant,degraded_caller,degraded_operator,1,natural_language_generation,20,407.453616,20.3726808,78.679846,,,,,,,runtime event telemetry; no retrospective substitution
20260710_202234_b-n0001,C-MPCC-DST-HESIT-PIP-VOS-Q05-DEFAU-SML-I0-3007c4b4eb-A,MC-0f280284fe47,completed,userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,audio_variant,morning_peak_cross_city,delay_sensitive_traveler,hesitant,degraded_caller,degraded_operator,2,text_to_speech,20,45.239726,2.2619863,7.08163,1.0,0,,,,,runtime event telemetry; no retrospective substitution
20260710_202234_b-n0001,C-MPCC-DST-HESIT-PIP-VOS-Q05-DEFAU-SML-I0-3007c4b4eb-A,MC-0f280284fe47,completed,userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,audio_variant,morning_peak_cross_city,delay_sensitive_traveler,hesitant,degraded_caller,degraded_operator,3,automatic_speech_recognition,20,33.115887,1.65579435,3.256555,1.0,0,65,9,,,runtime event telemetry; no retrospective substitution
20260710_202234_b-n0001,C-MPCC-DST-HESIT-PIP-VOS-Q05-DEFAU-SML-I0-3007c4b4eb-A,MC-0f280284fe47,completed,userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,audio_variant,morning_peak_cross_city,delay_sensitive_traveler,hesitant,degraded_caller,degraded_operator,4,natural_language_understanding,10,0.029157,0.0029157,0.01548,,,,,0.8571428571428571,,runtime event telemetry; no retrospective substitution
20260710_202234_b-n0001,C-MPCC-DST-HESIT-PIP-VOS-Q05-DEFAU-SML-I0-3007c4b4eb-A,MC-0f280284fe47,completed,userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,audio_variant,morning_peak_cross_city,delay_sensitive_traveler,hesitant,degraded_caller,degraded_operator,5,dialogue_management,10,0.029027,0.0029027000000000002,0.008213,,,,,,6,runtime event telemetry; no retrospective substitution
20260710_202234_b-n0001,C-MPCC-DST-HESIT-PIP-VOS-Q05-DEFAU-SML-I0-3007c4b4eb-A,MC-0f280284fe47,completed,userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,audio_variant,morning_peak_cross_city,delay_sensitive_traveler,hesitant,degraded_caller,degraded_operator,6,speech_pipeline,20,135.344764,6.7672381999999995,14.422122,1.0,0,,,,,runtime event telemetry; no retrospective substitution
20260710_202403_b-n0001,C-MPCC-FC-MC-PIP-FWH-Q05-DEFAU-SML-I0-8e28cf1b51-T,MC-f9e1fcea8478,completed,userlm,Qwen2.5-0.5B-Instruct,small,piper,faster_whisper,text_only,morning_peak_cross_city,focused_commuter,mostly_clean,neutral_caller,clear_operator,1,natural_language_generation,9,370.556009,41.17288988888889,81.589845,,,,,,,runtime event telemetry; no retrospective substitution
20260710_202403_b-n0001,C-MPCC-FC-MC-PIP-FWH-Q05-DEFAU-SML-I0-8e28cf1b51-T,MC-f9e1fcea8478,completed,userlm,Qwen2.5-0.5B-Instruct,small,piper,faster_whisper,text_only,morning_peak_cross_city,focused_commuter,mostly_clean,neutral_caller,clear_operator,2,text_to_speech,9,12.129932,1.3477702222222223,2.17771,1.0,0,,,,,runtime event telemetry; no retrospective substitution
20260710_202403_b-n0001,C-MPCC-FC-MC-PIP-FWH-Q05-DEFAU-SML-I0-8e28cf1b51-T,MC-f9e1fcea8478,completed,userlm,Qwen2.5-0.5B-Instruct,small,piper,faster_whisper,text_only,morning_peak_cross_city,focused_commuter,mostly_clean,neutral_caller,clear_operator,3,automatic_speech_recognition,9,0.417636,0.046404,0.104526,1.0,0,0,0,,,runtime event telemetry; no retrospective substitution
20260710_202403_b-n0001,C-MPCC-FC-MC-PIP-FWH-Q05-DEFAU-SML-I0-8e28cf1b51-T,MC-f9e1fcea8478,completed,userlm,Qwen2.5-0.5B-Instruct,small,piper,faster_whisper,text_only,morning_peak_cross_city,focused_commuter,mostly_clean,neutral_caller,clear_operator,4,natural_language_understanding,4,0.0211,0.005275,0.008372,,,,,1.0,,runtime event telemetry; no retrospective substitution
20260710_202403_b-n0001,C-MPCC-FC-MC-PIP-FWH-Q05-DEFAU-SML-I0-8e28cf1b51-T,MC-f9e1fcea8478,completed,userlm,Qwen2.5-0.5B-Instruct,small,piper,faster_whisper,text_only,morning_peak_cross_city,focused_commuter,mostly_clean,neutral_caller,clear_operator,5,dialogue_management,4,0.030435,0.00760875,0.009764,,,,,,4,runtime event telemetry; no retrospective substitution
20260710_202403_b-n0001,C-MPCC-FC-MC-PIP-FWH-Q05-DEFAU-SML-I0-8e28cf1b51-T,MC-f9e1fcea8478,completed,userlm,Qwen2.5-0.5B-Instruct,small,piper,faster_whisper,text_only,morning_peak_cross_city,focused_commuter,mostly_clean,neutral_caller,clear_operator,6,speech_pipeline,9,12.554422,1.3949357777777778,2.224975,1.0,0,,,,,runtime event telemetry; no retrospective substitution
20260710_202804_b-n0001,C-AC-CAR-MC-PIP-VOS-Q05-DEFAU-SML-I0-83ccbc5057-A,MC-d4100b4ae181,completed,userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,audio_variant,airport_connection,crowd_averse_rider,mostly_clean,neutral_caller,clear_operator,1,natural_language_generation,11,358.098076,32.554370545454546,79.624763,,,,,,,runtime event telemetry; no retrospective substitution
20260710_202804_b-n0001,C-AC-CAR-MC-PIP-VOS-Q05-DEFAU-SML-I0-83ccbc5057-A,MC-d4100b4ae181,completed,userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,audio_variant,airport_connection,crowd_averse_rider,mostly_clean,neutral_caller,clear_operator,2,text_to_speech,11,29.204795999999998,2.6549814545454544,6.938553,1.0,0,,,,,runtime event telemetry; no retrospective substitution
20260710_202804_b-n0001,C-AC-CAR-MC-PIP-VOS-Q05-DEFAU-SML-I0-83ccbc5057-A,MC-d4100b4ae181,completed,userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,audio_variant,airport_connection,crowd_averse_rider,mostly_clean,neutral_caller,clear_operator,3,automatic_speech_recognition,11,17.596488,1.5996807272727274,2.903054,1.0,0,27,3,,,runtime event telemetry; no retrospective substitution
20260710_202804_b-n0001,C-AC-CAR-MC-PIP-VOS-Q05-DEFAU-SML-I0-83ccbc5057-A,MC-d4100b4ae181,completed,userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,audio_variant,airport_connection,crowd_averse_rider,mostly_clean,neutral_caller,clear_operator,4,natural_language_understanding,5,0.026179,0.0052358000000000005,0.009788,,,,,1.0,,runtime event telemetry; no retrospective substitution
20260710_202804_b-n0001,C-AC-CAR-MC-PIP-VOS-Q05-DEFAU-SML-I0-83ccbc5057-A,MC-d4100b4ae181,completed,userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,audio_variant,airport_connection,crowd_averse_rider,mostly_clean,neutral_caller,clear_operator,5,dialogue_management,5,0.025012,0.0050024,0.007929,,,,,,4,runtime event telemetry; no retrospective substitution
20260710_202804_b-n0001,C-AC-CAR-MC-PIP-VOS-Q05-DEFAU-SML-I0-83ccbc5057-A,MC-d4100b4ae181,completed,userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,audio_variant,airport_connection,crowd_averse_rider,mostly_clean,neutral_caller,clear_operator,6,speech_pipeline,11,80.183671,7.289424636363637,13.507935,1.0,0,,,,,runtime event telemetry; no retrospective substitution
20260710_203104_b-n0001,C-MPCC-DST-MC-PIP-VOS-Q05-DEFAU-SML-I0-005ea64965-T,MC-b301e92a923b,completed,userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,text_only,morning_peak_cross_city,delay_sensitive_traveler,mostly_clean,neutral_caller,clear_operator,1,natural_language_generation,9,316.830929,35.203436555555555,74.488724,,,,,,,runtime event telemetry; no retrospective substitution
20260710_203104_b-n0001,C-MPCC-DST-MC-PIP-VOS-Q05-DEFAU-SML-I0-005ea64965-T,MC-b301e92a923b,completed,userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,text_only,morning_peak_cross_city,delay_sensitive_traveler,mostly_clean,neutral_caller,clear_operator,2,text_to_speech,9,11.279139,1.2532376666666667,2.413412,1.0,0,,,,,runtime event telemetry; no retrospective substitution
20260710_203104_b-n0001,C-MPCC-DST-MC-PIP-VOS-Q05-DEFAU-SML-I0-005ea64965-T,MC-b301e92a923b,completed,userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,text_only,morning_peak_cross_city,delay_sensitive_traveler,mostly_clean,neutral_caller,clear_operator,3,automatic_speech_recognition,9,0.330423,0.03671366666666667,0.0551,1.0,0,0,0,,,runtime event telemetry; no retrospective substitution
20260710_203104_b-n0001,C-MPCC-DST-MC-PIP-VOS-Q05-DEFAU-SML-I0-005ea64965-T,MC-b301e92a923b,completed,userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,text_only,morning_peak_cross_city,delay_sensitive_traveler,mostly_clean,neutral_caller,clear_operator,4,natural_language_understanding,4,0.013463,0.00336575,0.007405,,,,,1.0,,runtime event telemetry; no retrospective substitution
20260710_203104_b-n0001,C-MPCC-DST-MC-PIP-VOS-Q05-DEFAU-SML-I0-005ea64965-T,MC-b301e92a923b,completed,userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,text_only,morning_peak_cross_city,delay_sensitive_traveler,mostly_clean,neutral_caller,clear_operator,5,dialogue_management,4,0.031641999999999997,0.007910499999999999,0.009972,,,,,,4,runtime event telemetry; no retrospective substitution
20260710_203104_b-n0001,C-MPCC-DST-MC-PIP-VOS-Q05-DEFAU-SML-I0-005ea64965-T,MC-b301e92a923b,completed,userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,text_only,morning_peak_cross_city,delay_sensitive_traveler,mostly_clean,neutral_caller,clear_operator,6,speech_pipeline,9,11.615378999999999,1.2905976666666665,2.466888,1.0,0,,,,,runtime event telemetry; no retrospective substitution
20260710_203335_b-n0001,C-MPCC-FC-MC-PIP-FWH-Q05-DEFAU-SML-I0-8e28cf1b51-A,MC-9e4a09075190,completed,userlm,Qwen2.5-0.5B-Instruct,small,piper,faster_whisper,audio_variant,morning_peak_cross_city,focused_commuter,mostly_clean,neutral_caller,clear_operator,1,natural_language_generation,11,490.97794,44.63435818181818,118.022658,,,,,,,runtime event telemetry; no retrospective substitution
20260710_203335_b-n0001,C-MPCC-FC-MC-PIP-FWH-Q05-DEFAU-SML-I0-8e28cf1b51-A,MC-9e4a09075190,completed,userlm,Qwen2.5-0.5B-Instruct,small,piper,faster_whisper,audio_variant,morning_peak_cross_city,focused_commuter,mostly_clean,neutral_caller,clear_operator,2,text_to_speech,11,28.073158,2.552105272727273,7.257933,1.0,0,,,,,runtime event telemetry; no retrospective substitution
20260710_203335_b-n0001,C-MPCC-FC-MC-PIP-FWH-Q05-DEFAU-SML-I0-8e28cf1b51-A,MC-9e4a09075190,completed,userlm,Qwen2.5-0.5B-Instruct,small,piper,faster_whisper,audio_variant,morning_peak_cross_city,focused_commuter,mostly_clean,neutral_caller,clear_operator,3,automatic_speech_recognition,11,75.53061,6.8664190909090905,11.32643,1.0,0,11,2,,,runtime event telemetry; no retrospective substitution
20260710_203335_b-n0001,C-MPCC-FC-MC-PIP-FWH-Q05-DEFAU-SML-I0-8e28cf1b51-A,MC-9e4a09075190,completed,userlm,Qwen2.5-0.5B-Instruct,small,piper,faster_whisper,audio_variant,morning_peak_cross_city,focused_commuter,mostly_clean,neutral_caller,clear_operator,4,natural_language_understanding,5,0.012061,0.0024122,0.006139,,,,,1.0,,runtime event telemetry; no retrospective substitution
20260710_203335_b-n0001,C-MPCC-FC-MC-PIP-FWH-Q05-DEFAU-SML-I0-8e28cf1b51-A,MC-9e4a09075190,completed,userlm,Qwen2.5-0.5B-Instruct,small,piper,faster_whisper,audio_variant,morning_peak_cross_city,focused_commuter,mostly_clean,neutral_caller,clear_operator,5,dialogue_management,5,0.027025,0.005405,0.008578,,,,,,4,runtime event telemetry; no retrospective substitution
20260710_203335_b-n0001,C-MPCC-FC-MC-PIP-FWH-Q05-DEFAU-SML-I0-8e28cf1b51-A,MC-9e4a09075190,completed,userlm,Qwen2.5-0.5B-Instruct,small,piper,faster_whisper,audio_variant,morning_peak_cross_city,focused_commuter,mostly_clean,neutral_caller,clear_operator,6,speech_pipeline,11,134.670631,12.242784636363636,22.409373,1.0,0,,,,,runtime event telemetry; no retrospective substitution
20260710_203936_b-n0001,C-MPCC-DST-MC-PIP-VOS-Q05-DEFAU-SML-I0-005ea64965-A,MC-317009cf1241,completed,userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,audio_variant,morning_peak_cross_city,delay_sensitive_traveler,mostly_clean,neutral_caller,clear_operator,1,natural_language_generation,20,360.300989,18.01504945,75.23475,,,,,,,runtime event telemetry; no retrospective substitution
20260710_203936_b-n0001,C-MPCC-DST-MC-PIP-VOS-Q05-DEFAU-SML-I0-005ea64965-A,MC-317009cf1241,completed,userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,audio_variant,morning_peak_cross_city,delay_sensitive_traveler,mostly_clean,neutral_caller,clear_operator,2,text_to_speech,20,39.909869,1.9954934500000001,7.484911,1.0,0,,,,,runtime event telemetry; no retrospective substitution
20260710_203936_b-n0001,C-MPCC-DST-MC-PIP-VOS-Q05-DEFAU-SML-I0-005ea64965-A,MC-317009cf1241,completed,userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,audio_variant,morning_peak_cross_city,delay_sensitive_traveler,mostly_clean,neutral_caller,clear_operator,3,automatic_speech_recognition,20,24.584299,1.22921495,2.596992,1.0,0,37,7,,,runtime event telemetry; no retrospective substitution
20260710_203936_b-n0001,C-MPCC-DST-MC-PIP-VOS-Q05-DEFAU-SML-I0-005ea64965-A,MC-317009cf1241,completed,userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,audio_variant,morning_peak_cross_city,delay_sensitive_traveler,mostly_clean,neutral_caller,clear_operator,4,natural_language_understanding,10,0.016458,0.0016458,0.006641,,,,,0.7142857142857143,,runtime event telemetry; no retrospective substitution
20260710_203936_b-n0001,C-MPCC-DST-MC-PIP-VOS-Q05-DEFAU-SML-I0-005ea64965-A,MC-317009cf1241,completed,userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,audio_variant,morning_peak_cross_city,delay_sensitive_traveler,mostly_clean,neutral_caller,clear_operator,5,dialogue_management,10,0.025934,0.0025934,0.009968,,,,,,5,runtime event telemetry; no retrospective substitution
20260710_203936_b-n0001,C-MPCC-DST-MC-PIP-VOS-Q05-DEFAU-SML-I0-005ea64965-A,MC-317009cf1241,completed,userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,audio_variant,morning_peak_cross_city,delay_sensitive_traveler,mostly_clean,neutral_caller,clear_operator,6,speech_pipeline,20,109.113995,5.45569975,13.671664,1.0,0,,,,,runtime event telemetry; no retrospective substitution
20260710_204005_b-n0001,C-MT-FC-CLEAN-PIP-FWH-Q05-DEFAU-SML-I0-164c2dbb07-T,MC-c454bd8b7bbb,completed,userlm,Qwen2.5-0.5B-Instruct,small,piper,faster_whisper,text_only,midday_transfer,focused_commuter,clean,high_clarity_caller,high_clarity_operator,1,natural_language_generation,13,320.461144,24.65085723076923,69.839753,,,,,,,runtime event telemetry; no retrospective substitution
20260710_204005_b-n0001,C-MT-FC-CLEAN-PIP-FWH-Q05-DEFAU-SML-I0-164c2dbb07-T,MC-c454bd8b7bbb,completed,userlm,Qwen2.5-0.5B-Instruct,small,piper,faster_whisper,text_only,midday_transfer,focused_commuter,clean,high_clarity_caller,high_clarity_operator,2,text_to_speech,13,18.303786,1.4079835384615385,2.207187,1.0,0,,,,,runtime event telemetry; no retrospective substitution
20260710_204005_b-n0001,C-MT-FC-CLEAN-PIP-FWH-Q05-DEFAU-SML-I0-164c2dbb07-T,MC-c454bd8b7bbb,completed,userlm,Qwen2.5-0.5B-Instruct,small,piper,faster_whisper,text_only,midday_transfer,focused_commuter,clean,high_clarity_caller,high_clarity_operator,3,automatic_speech_recognition,13,0.511998,0.039384461538461535,0.078669,1.0,0,0,1,,,runtime event telemetry; no retrospective substitution
20260710_204005_b-n0001,C-MT-FC-CLEAN-PIP-FWH-Q05-DEFAU-SML-I0-164c2dbb07-T,MC-c454bd8b7bbb,completed,userlm,Qwen2.5-0.5B-Instruct,small,piper,faster_whisper,text_only,midday_transfer,focused_commuter,clean,high_clarity_caller,high_clarity_operator,4,natural_language_understanding,6,0.032736,0.005456,0.013967,,,,,0.5,,runtime event telemetry; no retrospective substitution
20260710_204005_b-n0001,C-MT-FC-CLEAN-PIP-FWH-Q05-DEFAU-SML-I0-164c2dbb07-T,MC-c454bd8b7bbb,completed,userlm,Qwen2.5-0.5B-Instruct,small,piper,faster_whisper,text_only,midday_transfer,focused_commuter,clean,high_clarity_caller,high_clarity_operator,5,dialogue_management,6,0.014672999999999999,0.0024454999999999998,0.005264,,,,,,3,runtime event telemetry; no retrospective substitution
20260710_204005_b-n0001,C-MT-FC-CLEAN-PIP-FWH-Q05-DEFAU-SML-I0-164c2dbb07-T,MC-c454bd8b7bbb,completed,userlm,Qwen2.5-0.5B-Instruct,small,piper,faster_whisper,text_only,midday_transfer,focused_commuter,clean,high_clarity_caller,high_clarity_operator,6,speech_pipeline,13,18.823782,1.4479832307692309,2.249379,1.0,0,,,,,runtime event telemetry; no retrospective substitution
20260710_204736_b-n0001,C-MPCC-FC-HESIT-PIP-VOS-Q05-DEFAU-SML-I0-0c79a66427-T,MC-2790dfc3473f,completed,userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,text_only,morning_peak_cross_city,focused_commuter,hesitant,degraded_caller,degraded_operator,1,natural_language_generation,9,354.099681,39.344409,81.87799,,,,,,,runtime event telemetry; no retrospective substitution
20260710_204736_b-n0001,C-MPCC-FC-HESIT-PIP-VOS-Q05-DEFAU-SML-I0-0c79a66427-T,MC-2790dfc3473f,completed,userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,text_only,morning_peak_cross_city,focused_commuter,hesitant,degraded_caller,degraded_operator,2,text_to_speech,9,12.952816,1.439201777777778,1.950874,1.0,0,,,,,runtime event telemetry; no retrospective substitution
20260710_204736_b-n0001,C-MPCC-FC-HESIT-PIP-VOS-Q05-DEFAU-SML-I0-0c79a66427-T,MC-2790dfc3473f,completed,userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,text_only,morning_peak_cross_city,focused_commuter,hesitant,degraded_caller,degraded_operator,3,automatic_speech_recognition,9,0.348351,0.038705666666666666,0.055238,1.0,0,1,0,,,runtime event telemetry; no retrospective substitution
20260710_204736_b-n0001,C-MPCC-FC-HESIT-PIP-VOS-Q05-DEFAU-SML-I0-0c79a66427-T,MC-2790dfc3473f,completed,userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,text_only,morning_peak_cross_city,focused_commuter,hesitant,degraded_caller,degraded_operator,4,natural_language_understanding,4,0.012911,0.00322775,0.003834,,,,,1.0,,runtime event telemetry; no retrospective substitution
20260710_204736_b-n0001,C-MPCC-FC-HESIT-PIP-VOS-Q05-DEFAU-SML-I0-0c79a66427-T,MC-2790dfc3473f,completed,userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,text_only,morning_peak_cross_city,focused_commuter,hesitant,degraded_caller,degraded_operator,5,dialogue_management,4,0.031821,0.00795525,0.011525,,,,,,4,runtime event telemetry; no retrospective substitution
20260710_204736_b-n0001,C-MPCC-FC-HESIT-PIP-VOS-Q05-DEFAU-SML-I0-0c79a66427-T,MC-2790dfc3473f,completed,userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,text_only,morning_peak_cross_city,focused_commuter,hesitant,degraded_caller,degraded_operator,6,speech_pipeline,9,13.307846,1.4786495555555554,1.989887,1.0,0,,,,,runtime event telemetry; no retrospective substitution
20260710_204906_b-n0001,C-MT-FC-CLEAN-PIP-FWH-Q05-DEFAU-SML-I0-164c2dbb07-A,MC-e62a101cee67,completed,userlm,Qwen2.5-0.5B-Instruct,small,piper,faster_whisper,audio_variant,midday_transfer,focused_commuter,clean,high_clarity_caller,high_clarity_operator,1,natural_language_generation,15,444.215649,29.6143766,108.231185,,,,,,,runtime event telemetry; no retrospective substitution
20260710_204906_b-n0001,C-MT-FC-CLEAN-PIP-FWH-Q05-DEFAU-SML-I0-164c2dbb07-A,MC-e62a101cee67,completed,userlm,Qwen2.5-0.5B-Instruct,small,piper,faster_whisper,audio_variant,midday_transfer,focused_commuter,clean,high_clarity_caller,high_clarity_operator,2,text_to_speech,15,36.259980999999996,2.4173320666666664,7.293764,1.0,0,,,,,runtime event telemetry; no retrospective substitution
20260710_204906_b-n0001,C-MT-FC-CLEAN-PIP-FWH-Q05-DEFAU-SML-I0-164c2dbb07-A,MC-e62a101cee67,completed,userlm,Qwen2.5-0.5B-Instruct,small,piper,faster_whisper,audio_variant,midday_transfer,focused_commuter,clean,high_clarity_caller,high_clarity_operator,3,automatic_speech_recognition,15,111.382777,7.425518466666667,12.632117,1.0,0,4,3,,,runtime event telemetry; no retrospective substitution
20260710_204906_b-n0001,C-MT-FC-CLEAN-PIP-FWH-Q05-DEFAU-SML-I0-164c2dbb07-A,MC-e62a101cee67,completed,userlm,Qwen2.5-0.5B-Instruct,small,piper,faster_whisper,audio_variant,midday_transfer,focused_commuter,clean,high_clarity_caller,high_clarity_operator,4,natural_language_understanding,7,0.032473999999999996,0.0046391428571428564,0.015669,,,,,0.5,,runtime event telemetry; no retrospective substitution
20260710_204906_b-n0001,C-MT-FC-CLEAN-PIP-FWH-Q05-DEFAU-SML-I0-164c2dbb07-A,MC-e62a101cee67,completed,userlm,Qwen2.5-0.5B-Instruct,small,piper,faster_whisper,audio_variant,midday_transfer,focused_commuter,clean,high_clarity_caller,high_clarity_operator,5,dialogue_management,7,0.017416,0.002488,0.006953,,,,,,3,runtime event telemetry; no retrospective substitution
