result_run_id,result_scope,condition_count,successful_condition_count,completed_at_utc,run_path
20260710_234803_b-n0001,batch,1,1,2026-07-10T22:04:20+00:00,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260710_234803_b-n0001
20260710_234829_b-n0001,batch,1,1,2026-07-10T22:01:50+00:00,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260710_234829_b-n0001
20260710_235630_b-n0001,batch,1,1,2026-07-10T22:11:35+00:00,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260710_235630_b-n0001
20260710_235830_b-n0001,batch,1,0,2026-07-10T22:06:22+00:00,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260710_235830_b-n0001
20260711_000030_b-n0001,batch,1,1,2026-07-10T22:11:03+00:00,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260711_000030_b-n0001
20260711_000230_b-n0001,batch,1,1,2026-07-10T22:14:23+00:00,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260711_000230_b-n0001
20260711_000430_b-n0001,batch,1,1,2026-07-10T22:16:38+00:00,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260711_000430_b-n0001
20260711_000931_b-n0001,batch,1,1,2026-07-10T22:21:07+00:00,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260711_000931_b-n0001
20260711_000932_b-n0001,batch,1,1,2026-07-10T22:24:05+00:00,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260711_000932_b-n0001
20260711_001301_b-n0001,batch,1,1,2026-07-10T22:28:14+00:00,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260711_001301_b-n0001
20260711_001504_b-n0001,batch,1,1,2026-07-10T22:34:00+00:00,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260711_001504_b-n0001
20260711_001901_b-n0001,batch,1,1,2026-07-10T22:31:34+00:00,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260711_001901_b-n0001
20260711_002202_b-n0001,batch,1,1,2026-07-10T22:34:12+00:00,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260711_002202_b-n0001
20260711_002702_b-n0001,batch,1,1,2026-07-10T22:38:57+00:00,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260711_002702_b-n0001
20260711_003003_b-n0001,batch,1,1,2026-07-10T22:41:43+00:00,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260711_003003_b-n0001
20260711_003203_b-n0001,batch,1,1,2026-07-10T22:44:05+00:00,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260711_003203_b-n0001
20260711_003303_b-n0001,batch,1,0,2026-07-10T22:38:26+00:00,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260711_003303_b-n0001
20260711_003633_b-n0001,batch,1,1,2026-07-10T22:49:18+00:00,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260711_003633_b-n0001
20260711_003733_b-n0001,batch,1,1,2026-07-10T22:51:42+00:00,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260711_003733_b-n0001
20260711_004003_b-n0001,batch,1,1,2026-07-10T22:53:20+00:00,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260711_004003_b-n0001
20260711_004234_b-n0001,batch,1,1,2026-07-10T22:58:00+00:00,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260711_004234_b-n0001
20260711_004736_b-n0001,batch,1,1,2026-07-10T23:02:17+00:00,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260711_004736_b-n0001
20260711_005005_b-n0001,batch,1,1,2026-07-10T23:02:12+00:00,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260711_005005_b-n0001
20260711_005135_b-n0001,batch,1,1,2026-07-10T23:03:28+00:00,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260711_005135_b-n0001
20260711_005605_b-n0001,batch,1,1,2026-07-10T23:08:19+00:00,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260711_005605_b-n0001
20260711_010106_b-n0001,batch,1,1,2026-07-10T23:16:45+00:00,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260711_010106_b-n0001
20260711_010107_b-n0001,batch,1,1,2026-07-10T23:13:21+00:00,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260711_010107_b-n0001
20260711_010136_b-n0001,batch,1,1,2026-07-10T23:12:58+00:00,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260711_010136_b-n0001
20260711_010706_b-n0001,batch,1,0,2026-07-10T23:11:47+00:00,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260711_010706_b-n0001
20260711_011036_b-n0001,batch,1,1,2026-07-10T23:23:08+00:00,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260711_011036_b-n0001
20260711_011136_b-n0001,batch,1,0,2026-07-10T23:15:21+00:00,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260711_011136_b-n0001
20260711_011136_b-n0001_02,batch,1,1,2026-07-10T23:28:29+00:00,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260711_011136_b-n0001_02
20260711_011337_b-n0001,batch,1,0,2026-07-10T23:17:02+00:00,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260711_011337_b-n0001
20260711_011506_b-n0001,batch,1,1,2026-07-10T23:26:19+00:00,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260711_011506_b-n0001
20260711_011506_b-n0001_02,batch,1,1,2026-07-10T23:26:58+00:00,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260711_011506_b-n0001_02
20260711_012109_b-n0001,batch,1,1,2026-07-10T23:35:53+00:00,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260711_012109_b-n0001
20260711_012438_b-n0001,batch,1,1,2026-07-10T23:36:35+00:00,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260711_012438_b-n0001
20260711_012539_b-n0001,batch,1,1,2026-07-10T23:39:24+00:00,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260711_012539_b-n0001
20260711_012638_b-n0001,batch,1,1,2026-07-10T23:39:05+00:00,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260711_012638_b-n0001
20260711_013438_b-n0001,batch,1,1,2026-07-10T23:46:25+00:00,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260711_013438_b-n0001
20260711_013509_b-n0001,batch,1,1,2026-07-10T23:46:23+00:00,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260711_013509_b-n0001
20260711_013709_b-n0001,batch,1,1,2026-07-10T23:50:51+00:00,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260711_013709_b-n0001
20260711_013739_b-n0001,batch,1,1,2026-07-10T23:49:27+00:00,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260711_013739_b-n0001
20260711_014439_b-n0001,batch,1,1,2026-07-10T23:56:20+00:00,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260711_014439_b-n0001
20260711_014510_b-n0001,batch,1,0,2026-07-11T00:01:17+00:00,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260711_014510_b-n0001
20260711_014809_b-n0001,batch,1,1,2026-07-11T00:01:30+00:00,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260711_014809_b-n0001
20260711_015512_b-n0001,batch,1,1,2026-07-11T00:06:28+00:00,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260711_015512_b-n0001
20260711_020012_b-n0001,batch,1,1,2026-07-11T00:11:25+00:00,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260711_020012_b-n0001
20260711_020514_b-n0001,batch,1,1,2026-07-11T00:18:06+00:00,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260711_020514_b-n0001
20260711_021015_b-n0001,batch,1,1,2026-07-11T00:22:41+00:00,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260711_021015_b-n0001
